id_client,date_octroi,age,sexe,situation_matrimoniale,nb_personnes_charge,niveau_education,zone_habitation,secteur_activite,anciennete_activite_mois,revenu_mensuel_fcfa,charges_mensuelles_fcfa,possede_compte_epargne,montant_epargne_fcfa,montant_credit_fcfa,duree_credit_mois,taux_interet_annuel,objet_credit,type_garantie,membre_groupe_solidaire,nb_credits_anterieurs,nb_retards_anterieurs,score_mobile_money,nb_transactions_mm_mois,distance_agence_km,agent_credit,nb_relances_recouvrement,statut_dossier,defaut_paiement
CLI-006873,2021-03-21,29,F,Marie,3.0,Aucun,Semi-urbaine,Artisanat,27.0,140500.0,42300.0,1,21400.0,798000.0,12,20.34,Equipement,Caution solidaire,1,2,0,47.1,10,2.6,AG-009,0,En cours,0
CLI-005046,2024-02-19,29,F,Divorce,1.0,Aucun,Rurale,Agriculture,47.0,18500.0,12200.0,0,0.0,92000.0,3,18.85,Fonds de roulement,Caution solidaire,1,1,0,65.4,3,13.1,AG-008,3,Contentieux,1
CLI-004305,2021-08-06,47,F,Celibataire,1.0,Secondaire,Rurale,Agriculture,20.0,,9900.0,1,19000.0,207000.0,18,21.59,Equipement,Caution solidaire,1,2,0,29.7,7,24.2,AG-022,0,En cours,0
CLI-005955,2021-05-02,44,M,Marie,3.0,Superieur,Urbaine,Transport,44.0,117600.0,49700.0,1,60900.0,319000.0,6,23.77,Habitat,Caution solidaire,0,3,0,,20,10.3,AG-010,0,En cours,0
CLI-006076,2023-08-22,37,M,Divorce,1.0,Primaire,Urbaine,Fonction publique,8.0,129800.0,75200.0,0,0.0,188000.0,12,22.65,Fonds de roulement,Aucune,0,1,0,,17,8.2,AG-019,0,Solde,0
CLI-002673,2024-07-26,43,M,Marie,2.0,Superieur,Semi-urbaine,Commerce,42.0,208100.0,99100.0,1,57400.0,891000.0,18,21.91,Equipement,Materiel,0,2,0,55.7,7,3.1,AG-016,0,Solde,0
CLI-000201,2021-04-07,-1,M,Marie,6.0,Secondaire,Urbaine,Artisanat,144.0,93300.0,64200.0,1,17300.0,209000.0,12,18.28,Intrants agricoles,Caution solidaire,1,3,0,75.1,24,1.8,AG-018,1,Solde,0
CLI-005541,2023-07-10,36,F,Marie,3.0,Aucun,Semi-urbaine,Commerce,,52300.0,38800.0,1,19500.0,253000.0,24,26.05,Equipement,Aucune,0,2,1,45.9,6,0.6,AG-008,0,Solde,0
CLI-008189,2021-05-16,56,M,Marie,5.0,Primaire,Semi-urbaine,Agriculture,53.0,59000.0,28900.0,0,0.0,149000.0,24,25.32,Scolarite,Materiel,0,1,0,40.2,11,1.3,AG-021,0,En cours,0
CLI-008216,2023-06-25,39,F,Marie,3.0,Primaire,Rurale,Transport,12.0,87000.0,69100.0,0,0.0,272000.0,18,21.06,Equipement,Caution solidaire,1,2,1,59.5,8,10.8,AG-001,1,Solde,0
CLI-007097,2021-08-30,43,F,Celibataire,2.0,Secondaire,Urbaine,Transport,35.0,71200.0,29100.0,0,0.0,140000.0,9,23.31,Equipement,Aucune,0,2,1,,15,8.1,AG-007,1,Solde,0
CLI-008619,2024-07-31,33,M,Marie,5.0,Secondaire,Semi-urbaine,Commerce,24.0,59000.0,36600.0,0,0.0,525000.0,12,16.72,Sante,Caution solidaire,1,0,0,69.4,2,5.7,AG-005,6,Recouvrement,1
CLI-001457,2021-10-24,37,M,Marie,2.0,Superieur,Urbaine,Commerce,76.0,231300.0,79400.0,1,40600.0,2620000.0,12,16.81,Equipement,Hypotheque,0,2,0,,16,1.1,AG-019,0,En cours,0
CLI-007604,2022-10-11,36,F,Marie,6.0,Secondaire,Semi-urbaine,Agriculture,,53600.0,14800.0,0,0.0,413000.0,12,25.44,Autre,Caution solidaire,1,1,0,58.9,8,2.5,AG-015,0,En cours,0
CLI-003770,2024-06-01,57,M,Marie,3.0,Aucun,Rurale,Commerce,59.0,57200.0,37800.0,0,0.0,175000.0,9,26.33,Fonds de roulement,Caution solidaire,1,0,0,57.7,5,19.7,AG-013,0,En cours,0
CLI-005004,2024-02-06,39,F,Celibataire,1.0,Superieur,Semi-urbaine,Commerce,103.0,207300.0,107500.0,0,0.0,1103000.0,18,16.08,Intrants agricoles,Caution solidaire,1,4,1,46.8,7,2.5,AG-018,0,Solde,0
CLI-000396,2023-12-02,37,F,Marie,3.0,Aucun,Semi-urbaine,Agriculture,83.0,124300.0,50100.0,0,0.0,502000.0,12,20.96,Fonds de roulement,Caution solidaire,1,2,0,66.0,7,0.2,AG-001,0,Solde,0
CLI-002626,2021-03-26,34,F,Marie,3.0,Aucun,Rurale,Agriculture,46.0,40900.0,32800.0,0,0.0,94000.0,18,27.08,Fonds de roulement,Caution solidaire,1,5,0,54.0,2,15.3,AG-004,0,En cours,0
CLI-002453,2022-07-08,34,F,MARIE(E),3.0,Secondaire,Urbaine,Services,58.0,35300.0,20200.0,1,22500.0,190000.0,6,22.22,Fonds de roulement,Aucune,0,2,1,88.0,24,2.7,AG-024,0,Solde,0
CLI-001967,2021-08-27,48,M,Marie,4.0,Primaire,Urbaine,Artisanat,24.0,62300.0,52200.0,0,0.0,307000.0,3,22.54,Fonds de roulement,Caution solidaire,1,3,0,,17,2.1,AG-008,4,Contentieux,1
CLI-007450,2024-01-11,44,M,Marie,4.0,Primaire,Semi-urbaine,Commerce,114.0,87600.0,36300.0,0,0.0,119000.0,24,17.0,Intrants agricoles,Caution solidaire,1,1,0,64.8,5,5.9,AG-016,1,Solde,0
CLI-008862,2021-04-28,18,M,Celibataire,4.0,Primaire,Semi-urbaine,Commerce,104.0,120000.0,38300.0,0,0.0,335000.0,3,30.44,Fonds de roulement,Caution solidaire,1,3,0,,10,2.4,AG-023,0,Solde,0
CLI-002679,2022-09-24,28,F,Marie,3.0,Primaire,Urbaine,Transport,43.0,80700.0,50700.0,0,0.0,337000.0,18,25.64,Equipement,Caution solidaire,0,2,1,46.3,11,9.0,AG-009,0,Solde,0
CLI-003005,2023-05-31,29,F,Veuf,1.0,Aucun,Rurale,Artisanat,151.0,44300.0,11400.0,1,38200.0,297000.0,9,17.97,Equipement,Caution solidaire,1,3,0,,6,7.9,AG-020,0,Solde,0
CLI-006445,2023-06-09,-1,M,Marie,2.0,Secondaire,Semi-urbaine,Commerce,16.0,97800.0,50600.0,1,33600.0,225000.0,12,18.17,Fonds de roulement,Caution solidaire,0,1,0,94.6,4,6.1,AG-017,1,Solde,0
CLI-008328,2023-04-02,68,F,Marie,4.0,Superieur,Urbaine,Commerce,66.0,193200.0,130500.0,0,0.0,752000.0,6,28.24,Fonds de roulement,Aucune,1,2,0,73.6,18,0.8,AG-012,0,En cours,0
CLI-004419,2022-12-20,43,F,Celibataire,2.0,Primaire,Rurale,Agriculture,48.0,57700.0,17400.0,0,0.0,67000.0,6,19.07,Intrants agricoles,Materiel,0,2,0,51.1,7,64.3,AG-007,0,En cours,0
CLI-005941,2024-08-30,42,F,Celibataire,0.0,Primaire,Rurale,Agriculture,57.0,15500.0,3500.0,0,,130000.0,24,25.69,Habitat,Aucune,0,2,0,56.7,4,19.1,AG-009,6,Contentieux,1
CLI-005452,2023-03-01,29,F,Celibataire,2.0,Aucun,Rurale,Commerce,22.0,86600.0,48100.0,0,0.0,582000.0,6,26.24,Fonds de roulement,Caution solidaire,1,2,1,43.7,5,12.9,AG-007,3,Restructure,1
CLI-005040,2025-01-07,35,F,Marie,2.0,Aucun,Semi-urbaine,Services,51.0,74300.0,25800.0,0,,486000.0,3,17.03,Scolarite,Caution solidaire,1,0,0,72.4,1,1.8,AG-017,0,En cours,0
CLI-006190,2023-02-21,32,F,Marie,2.0,Secondaire,Rurale,Commerce,52.0,57700.0,30700.0,0,0.0,372000.0,18,21.26,Equipement,Aucune,0,3,0,64.9,6,8.2,AG-005,2,Solde,0
CLI-003440,2022-07-08,27,F,Divorce,2.0,Aucun,Rurale,Artisanat,,36800.0,17500.0,0,0.0,269000.0,3,26.42,Habitat,Caution solidaire,1,1,0,67.2,10,19.2,AG-020,8,Restructure,1
CLI-008553,2021-08-30,23,M,Marie,3.0,Secondaire,Urbaine,Services,46.0,78700.0,16900.0,1,3400.0,584000.0,9,21.52,Fonds de roulement,Caution solidaire,1,2,0,61.0,10,8.5,AG-006,0,Solde,0
CLI-000246,2024-12-01,43,M,Marie,3.0,Primaire,Semi-urbaine,Artisanat,106.0,36000.0,23100.0,0,0.0,438000.0,12,20.85,Intrants agricoles,Materiel,0,3,1,49.9,6,6.0,AG-008,5,Recouvrement,1
CLI-001034,2024-08-16,73,M,Marie,4.0,Superieur,Urbaine,Artisanat,126.0,62400.0,25300.0,1,24800.0,84000.0,3,28.71,Fonds de roulement,Aucune,0,3,0,85.6,19,3.2,AG-026,0,Solde,0
CLI-007352,2025-01-18,60,F,Marie,1.0,Aucun,Rurale,Agriculture,19.0,26300.0,15100.0,0,0.0,32000.0,18,13.33,Intrants agricoles,Caution solidaire,1,0,0,52.7,4,18.6,AG-021,0,Solde,0
CLI-000934,2024-02-22,25,F,Celibataire,3.0,Secondaire,Semi-urbaine,Transport,6.0,,20200.0,1,32400.0,168000.0,12,11.98,Scolarite,Aucune,0,1,0,49.5,5,1.7,AG-012,0,Solde,0
CLI-003997,2021-10-29,53,F,Marie,3.0,Superieur,Urbaine,Commerce,137.0,235600.0,114800.0,0,0.0,863000.0,18,27.51,Fonds de roulement,Materiel,0,3,1,48.7,21,2.5,AG-023,0,Solde,0
CLI-004207,2023-07-12,49,F,Marie,2.0,Primaire,Semi-urbaine,Agriculture,96.0,55600.0,38400.0,0,0.0,310000.0,12,21.1,Fonds de roulement,Caution solidaire,1,0,0,,6,2.1,AG-024,0,Solde,0
CLI-007351,2022-07-24,24,F,MARIE(E),7.0,Secondaire,Urbaine,Commerce,28.0,170800.0,57700.0,1,28300.0,1419000.0,12,19.63,Intrants agricoles,Caution solidaire,1,0,0,61.5,22,5.5,AG-019,4,Recouvrement,1
CLI-006853,25/07/2024,40,F,Marie,4.0,Primaire,Rurale,Commerce,4.0,41500.0,16100.0,0,0.0,313000.0,18,17.57,Scolarite,Caution solidaire,1,2,0,41.8,7,14.6,AG-015,0,Solde,0
CLI-000235,2021-10-14,24,Feminin,Celibataire,0.0,Aucun,Rurale,Agriculture,44.0,36900.0,19600.0,0,0.0,44000.0,3,17.36,Fonds de roulement,Caution solidaire,1,2,1,,4,31.8,AG-021,0,Solde,0
CLI-005061,2021-07-18,33,F,Veuf,1.0,Secondaire,Urbaine,Artisanat,62.0,132500.0,51900.0,1,51300.0,985000.0,6,17.74,Scolarite,Materiel,0,0,0,57.8,22,1.9,AG-006,0,Solde,0
CLI-007312,2024-09-01,52,F,Celibataire,0.0,Superieur,Urbaine,Agriculture,,97600.0,45600.0,1,9100.0,138000.0,12,16.54,Fonds de roulement,Materiel,0,2,0,59.1,19,3.5,AG-015,0,Solde,0
CLI-006843,2021-08-16,21,F,Marie,1.0,Aucun,Semi-urbaine,Commerce,55.0,50000.0,23100.0,0,0.0,129000.0,12,27.37,Intrants agricoles,Materiel,1,0,0,57.5,4,2.7,AG-012,0,En cours,0
CLI-007727,2021-03-09,50,F,Marie,2.0,Aucun,Semi-urbaine,Artisanat,50.0,82800.0,48100.0,0,0.0,230000.0,12,22.96,Equipement,Aucune,0,1,0,28.2,3,0.7,AG-009,1,Solde,0
CLI-005233,2022-07-25,25,M,Celibataire,3.0,Primaire,Rurale,Agriculture,85.0,36000.0,14400.0,0,0.0,72000.0,3,21.9,Equipement,Hypotheque,0,2,2,19.4,1,15.8,AG-005,5,Recouvrement,1
CLI-000350,2023-08-04,28,M,Celibataire,4.0,Primaire,Urbaine,Services,27.0,111100.0,57400.0,0,0.0,239000.0,9,20.31,Fonds de roulement,Caution solidaire,1,0,0,79.8,19,3.6,AG-019,0,En cours,0
CLI-006222,2024-04-04,54,M,Marie,0.0,Primaire,Rurale,Agriculture,47.0,53000.0,18200.0,0,0.0,269000.0,6,23.64,Equipement,Caution solidaire,1,0,0,53.2,3,27.2,AG-026,0,Solde,0
CLI-006320,2023-01-20,66,F,Celibataire,0.0,Primaire,Rurale,Agriculture,61.0,48900.0,29600.0,0,0.0,462000.0,12,23.36,Intrants agricoles,Materiel,0,1,0,61.8,5,8.2,AG-015,1,Solde,0
CLI-008298,2024-02-10,31,F,Celibataire,2.0,Secondaire,Urbaine,Commerce,42.0,106800.0,47600.0,0,0.0,776000.0,6,24.88,Fonds de roulement,Caution solidaire,1,5,2,17.6,17,11.4,AG-023,2,Contentieux,1
CLI-007056,2024-07-05,54,F,Celibataire,0.0,Aucun,Rurale,Agriculture,53.0,31400.0,11100.0,0,0.0,37000.0,9,22.53,Fonds de roulement,Aucune,0,1,1,56.7,6,16.5,AG-017,1,Solde,0
CLI-008980,2024-07-10,26,M,Marie,6.0,Superieur,Semi-urbaine,Fonction publique,65.0,253100.0,135200.0,0,0.0,694000.0,6,21.14,Fonds de roulement,Hypotheque,0,1,1,45.1,8,5.2,AG-010,0,En cours,0
CLI-007634,05/01/2024,26,M,Divorce,0.0,Primaire,Rurale,Agriculture,41.0,27100.0,7200.0,0,0.0,83000.0,12,26.69,Scolarite,Caution solidaire,1,3,0,49.1,6,14.0,AG-016,0,En cours,0
CLI-005674,2021-08-09,23,F,Divorce,3.0,Secondaire,Semi-urbaine,Commerce,89.0,92800.0,29300.0,0,0.0,251000.0,18,14.34,Fonds de roulement,Caution solidaire,1,0,0,53.7,7,2.1,AG-005,0,En cours,0
CLI-008504,2023-06-03,29,F,Celibataire,0.0,Primaire,Semi-urbaine,Transport,,60700.0,22200.0,0,0.0,167000.0,24,21.4,Fonds de roulement,Aucune,0,1,0,55.9,7,15.9,AG-022,1,En cours,0
CLI-000958,2022-11-27,48,F,Marie,3.0,Aucun,Urbaine,Agriculture,61.0,74500.0,30200.0,0,0.0,336000.0,9,20.25,Habitat,Caution solidaire,1,1,0,26.7,14,10.7,AG-014,0,Solde,0
CLI-003360,2023-02-08,32,M,Veuf,0.0,Aucun,Urbaine,Commerce,26.0,83300.0,30400.0,0,,488000.0,9,18.97,Fonds de roulement,Hypotheque,0,1,1,65.2,31,5.2,AG-023,0,Solde,0
CLI-000237,2023-05-08,42,F,Divorce,1.0,Primaire,Urbaine,Agriculture,62.0,69100.0,31800.0,0,0.0,140000.0,9,20.86,Scolarite,Materiel,0,2,0,66.7,16,3.2,AG-006,0,Solde,0
CLI-001641,2021-11-09,28,F,Marie,3.0,Secondaire,Urbaine,Artisanat,41.0,,99600.0,1,39100.0,184000.0,6,15.31,Fonds de roulement,Aucune,0,0,0,38.2,23,4.4,AG-010,0,Solde,0
CLI-001035,2023-04-02,35,F,Celibataire,3.0,Superieur,Urbaine,Fonction publique,44.0,382200.0,141300.0,1,162500.0,1295000.0,6,20.7,Fonds de roulement,Caution solidaire,1,0,0,65.9,19,3.2,AG-019,0,Solde,0
CLI-007422,2021-02-12,43,F,Marie,2.0,Superieur,Urbaine,Fonction publique,359.0,393500.0,269200.0,1,47500.0,717000.0,6,23.32,Equipement,Caution solidaire,1,1,0,73.5,29,0.9,AG-023,0,Solde,0
CLI-006494,2021-05-13,29,F,Veuf,2.0,Primaire,Urbaine,Services,35.0,152900.0,93600.0,1,14100.0,439000.0,36,18.43,Autre,Aucune,0,0,0,68.0,27,3.5,AG-012,1,En cours,0
CLI-002093,2021-08-24,38,M,Marie,4.0,Primaire,Semi-urbaine,  Agriculture,47.0,,46100.0,0,0.0,487000.0,6,14.66,Autre,Caution solidaire,1,2,0,50.6,8,6.3,AG-005,5,Recouvrement,1
CLI-005867,2025-03-08,18,M,Marie,4.0,Superieur,Semi-urbaine,Commerce,33.0,,78900.0,0,0.0,391000.0,6,22.13,Scolarite,Materiel,0,0,0,58.3,7,2.9,AG-021,0,Solde,0
CLI-008992,2022-07-12,40,F,Celibataire,1.0,Secondaire,Urbaine,Commerce,130.0,92400.0,36300.0,1,,181000.0,12,20.45,Intrants agricoles,Caution solidaire,0,2,0,50.8,19,13.6,AG-017,0,En cours,0
CLI-004225,2024-03-24,57,F,Marie,3.0,Secondaire,Rurale,Fonction publique,121.0,119800.0,73500.0,0,,411000.0,6,18.02,Fonds de roulement,Materiel,0,1,0,,7,19.7,AG-021,1,Solde,0
CLI-007924,2022-09-18,21,M,Marie,2.0,Aucun,Rurale,Agriculture,86.0,32900.0,14000.0,0,0.0,148000.0,12,29.76,Habitat,Aucune,0,0,0,86.8,5,9.7,AG-001,1,Solde,0
CLI-001232,2024-08-26,24,F,Marie,7.0,Aucun,Rurale,Agriculture,31.0,33800.0,25500.0,0,,115000.0,9,23.88,Equipement,Caution solidaire,1,0,0,67.0,8,26.4,AG-012,0,En cours,0
CLI-008974,2023-05-03,57,F,Divorce,2.0,Superieur,Urbaine,Commerce,70.0,141000.0,94100.0,0,0.0,1673000.0,3,17.57,Intrants agricoles,Hypotheque,0,2,0,65.0,21,10.8,AG-010,1,Solde,0
CLI-004431,2024-06-25,40,F,Marie,5.0,Secondaire,Urbaine,Agriculture,107.0,80200.0,65500.0,0,0.0,134000.0,12,14.21,Fonds de roulement,Caution solidaire,0,2,0,31.4,19,4.9,AG-025,0,Solde,0
CLI-003895,2021-12-15,24,M,Marie,3.0,Aucun,Semi-urbaine,  Fonction publique,201.0,179300.0,106000.0,0,0.0,473000.0,18,27.01,Equipement,Materiel,0,5,1,75.9,10,6.1,AG-008,1,Solde,0
CLI-002832,2022-06-23,33,F,Veuf,0.0,Aucun,Semi-urbaine,Commerce,73.0,167600.0,100900.0,1,30100.0,423000.0,6,24.51,Fonds de roulement,Caution solidaire,1,1,0,56.9,10,5.6,AG-019,2,En cours,0
CLI-008063,2023-10-13,18,F,Marie,5.0,Primaire,Semi-urbaine,Commerce,38.0,62100.0,17600.0,0,0.0,243000.0,12,23.05,Equipement,Caution solidaire,0,1,1,57.2,6,2.6,AG-011,1,Solde,0
CLI-004367,2022-10-22,39,M,Marie,5.0,Secondaire,Urbaine,Commerce,42.0,124800.0,90500.0,1,38800.0,362000.0,6,22.72,Equipement,Caution solidaire,1,1,0,49.8,14,4.9,AG-022,0,Solde,0
CLI-007777,2021-05-10,24,M,Marie,5.0,Primaire,Semi-urbaine,Services,58.0,198200.0,62000.0,1,59700.0,381000.0,3,13.74,Fonds de roulement,Caution solidaire,1,4,0,71.5,14,3.1,AG-020,1,En cours,0
CLI-002089,2024-08-28,46,F,Marie,7.0,Secondaire,Urbaine,Commerce,22.0,96900.0,71300.0,1,30500.0,274000.0,18,20.58,Equipement,Caution solidaire,1,2,0,68.6,21,3.8,AG-024,0,Solde,0
CLI-002826,2023-04-10,56,F,Celibataire,2.0,Primaire,Rurale,Services,6.0,39500.0,24200.0,1,7600.0,326000.0,18,27.39,Habitat,Materiel,0,2,2,,8,11.1,AG-005,0,Solde,0
CLI-005356,2023-07-08,23,F,Celibataire,0.0,Primaire,Rurale,Commerce,21.0,31800.0,9700.0,1,8400.0,42000.0,24,14.08,Habitat,Aucune,1,1,1,47.5,3,14.2,AG-026,0,Solde,0
CLI-008724,2024-06-19,24,F,Marie,1.0,Aucun,Urbaine,Artisanat,26.0,24100.0,9900.0,1,5200.0,42000.0,6,13.58,Habitat,Caution solidaire,0,1,0,57.1,14,9.7,AG-013,1,Solde,0
CLI-001464,2022-09-28,35,F,Celibataire,0.0,Primaire,Rurale,Artisanat,62.0,39100.0,20200.0,0,,160000.0,12,27.21,Intrants agricoles,Aucune,0,1,0,,4,12.5,AG-005,0,Solde,0
CLI-007943,2024-09-21,64,F,Celibataire,0.0,Primaire,Semi-urbaine,Services,79.0,146200.0,56800.0,0,0.0,763000.0,18,17.36,Intrants agricoles,Caution solidaire,1,2,1,57.5,4,5.8,AG-013,0,Solde,0
CLI-008290,2021-12-19,35,F,Marie,0.0,Superieur,Urbaine,Artisanat,16.0,119000.0,63500.0,1,28900.0,513000.0,6,17.89,Equipement,Hypotheque,0,1,0,57.3,21,3.3,AG-019,0,Solde,0
CLI-003268,2024-02-05,33,M,Marie,6.0,Aucun,Semi-urbaine,Commerce,92.0,87000.0,32500.0,0,0.0,282000.0,6,26.33,Fonds de roulement,Aucune,0,1,0,,6,1.9,AG-013,0,Solde,0
CLI-008000,2021-03-15,52,F,Marie,3.0,Secondaire,Urbaine,Agriculture,89.0,54100.0,34100.0,0,0.0,464000.0,6,12.39,Equipement,Caution solidaire,1,1,0,64.6,16,3.1,AG-021,5,Contentieux,1
CLI-001611,2023-02-21,49,F,Veuf,1.0,Superieur,Urbaine,Commerce,82.0,144100.0,43700.0,1,72800.0,215000.0,24,19.57,Fonds de roulement,Caution solidaire,1,3,1,,24,3.2,AG-017,0,En cours,0
CLI-005050,2021-08-23,37,F,Marie,6.0,Primaire,Urbaine,Artisanat,88.0,55300.0,32900.0,1,27100.0,133000.0,18,12.07,Fonds de roulement,Caution solidaire,1,0,0,38.1,13,3.7,AG-007,0,Solde,0
CLI-007603,2023-10-15,56,F,Celibataire,1.0,Primaire,Rurale,Commerce,9.0,71900.0,22300.0,0,0.0,422000.0,3,22.66,Fonds de roulement,Aucune,0,1,0,34.9,5,19.8,AG-003,0,Solde,0
CLI-005282,2022-12-18,33,M,Celibataire,3.0,Secondaire,Semi-urbaine,Artisanat,46.0,91100.0,41400.0,0,0.0,358000.0,6,17.34,Fonds de roulement,Aucune,0,0,0,50.6,6,2.1,AG-005,2,Solde,0
CLI-006318,2023-07-12,48,F,Marie,6.0,Aucun,Semi-urbaine,Commerce,25.0,69300.0,23600.0,1,56100.0,417000.0,6,28.19,Habitat,Caution solidaire,0,1,0,57.9,10,1.3,AG-004,1,Solde,0
CLI-002898,2023-08-31,38,M,Marie,3.0,Aucun,Semi-urbaine,Services,30.0,126300.0,49900.0,0,0.0,480000.0,12,13.87,Autre,Caution solidaire,1,1,0,39.5,7,1.5,AG-020,0,En cours,0
CLI-003646,2023-07-03,49,M,Marie,5.0,Secondaire,Rurale,Fonction publique,151.0,192900.0,116800.0,0,0.0,787000.0,12,21.47,Sante,Caution solidaire,0,3,0,48.9,13,31.8,AG-001,0,Solde,0
CLI-007641,2021-12-29,44,F,Marie,7.0,Secondaire,Urbaine,Commerce,93.0,,34100.0,0,0.0,362000.0,6,18.2,Fonds de roulement,Caution solidaire,1,0,0,55.2,22,10.3,AG-017,0,Solde,0
CLI-009104,2024-04-18,43,F,Marie,3.0,Secondaire,Urbaine,Commerce,47.0,152500.0,65800.0,0,0.0,1025000.0,24,23.46,Intrants agricoles,Caution solidaire,1,0,0,29.9,13,3.4,AG-001,0,Solde,0
CLI-007758,2025-03-24,42,F,Marie,1.0,Superieur,Urbaine,Commerce,17.0,135600.0,46900.0,0,0.0,598000.0,3,25.1,Intrants agricoles,Hypotheque,0,3,0,68.6,21,9.6,AG-021,0,Solde,0
CLI-001492,2024-12-24,23,M,Marie,3.0,Aucun,Rurale,Artisanat,73.0,78000.0,23500.0,0,,213000.0,9,21.28,Intrants agricoles,Caution solidaire,1,1,1,51.3,8,24.5,AG-021,0,En cours,0
CLI-005558,2024-05-26,37,M,Divorce,1.0,Primaire,Urbaine,Artisanat,114.0,61000.0,29800.0,0,,299000.0,12,16.0,Autre,Caution solidaire,1,1,0,48.8,24,1.7,AG-001,0,En cours,0
CLI-001012,2022-10-07,36,M,Divorce,0.0,Superieur,Urbaine,Commerce,113.0,162100.0,22500.0,0,0.0,419000.0,3,19.62,Equipement,Materiel,0,2,0,62.1,11,3.4,AG-008,0,Solde,0
CLI-000126,2025-01-14,51,M,Celibataire,0.0,Primaire,Semi-urbaine,Artisanat,39.0,46700.0,31900.0,0,0.0,257000.0,9,17.66,Fonds de roulement,Caution solidaire,1,4,1,42.7,4,3.3,AG-005,1,Solde,0
CLI-006484,2023-06-04,31,F,Celibataire,0.0,Aucun,Rurale,Agriculture,40.0,41800.0,15500.0,0,0.0,384000.0,12,23.04,Scolarite,Caution solidaire,0,0,0,49.7,2,15.6,AG-024,0,Solde,0
CLI-007136,2021-11-30,50,F,Marie,4.0,Primaire,Rurale,Commerce,114.0,78400.0,23300.0,0,0.0,564000.0,12,18.7,Scolarite,Aucune,1,2,1,44.5,5,7.3,AG-022,0,Solde,0
CLI-004692,2024-02-13,55,M,Marie,2.0,Secondaire,Urbaine,Fonction publique,218.0,185300.0,107400.0,1,34500.0,546000.0,12,26.23,Equipement,Materiel,0,4,2,61.0,21,3.8,AG-002,0,Solde,0
CLI-008417,2023-09-02,18,F,Celibataire,0.0,Aucun,Rurale,Agriculture,56.0,60200.0,16500.0,1,77000.0,130000.0,12,17.02,Habitat,Aucune,1,1,1,77.4,6,25.5,AG-016,0,En cours,0
CLI-006164,2022-03-21,31,F,Marie,4.0,Primaire,Urbaine,Transport,35.0,174800.0,81000.0,1,,630000.0,9,11.86,Intrants agricoles,Aucune,1,5,3,47.7,24,2.5,AG-007,0,En cours,0
CLI-008875,2025-03-29,49,F,Celibataire,0.0,Primaire,Rurale,Commerce,42.0,102300.0,51900.0,0,0.0,546000.0,9,31.38,Fonds de roulement,Materiel,0,0,0,45.3,8,6.3,AG-007,1,Solde,0
CLI-006668,2024-05-15,22,M,Marie,5.0,Primaire,Urbaine,Commerce,69.0,93600.0,56300.0,0,,327000.0,18,17.6,Scolarite,Caution solidaire,1,0,0,68.4,26,5.8,AG-016,2,En cours,0
CLI-007500,2024-08-12,37,F,Marie,2.0,Primaire,Semi-urbaine,Artisanat,14.0,37000.0,18300.0,1,11900.0,246000.0,9,27.02,Sante,Caution solidaire,1,3,1,47.8,4,8.0,AG-010,0,Solde,0
CLI-001671,2021-10-04,35,F,Celibataire,2.0,Primaire,Semi-urbaine,Transport,61.0,63500.0,32500.0,0,0.0,130000.0,3,21.08,Fonds de roulement,Aucune,0,1,0,34.5,5,1.3,AG-006,0,Solde,0
CLI-004803,2023-02-17,18,F,Marie,2.0,Primaire,Semi-urbaine,Services,89.0,126900.0,60100.0,0,0.0,645000.0,6,15.4,Habitat,Caution solidaire,1,1,1,28.4,8,2.0,AG-020,5,Recouvrement,1
CLI-006791,2024-06-19,33,F,Marie,3.0,Aucun,Rurale,Agriculture,47.0,32800.0,25400.0,1,6000.0,68000.0,36,13.24,Fonds de roulement,Aucune,0,2,0,54.3,0,22.5,AG-007,0,Solde,0
CLI-006737,2021-04-07,40,F,Celibataire,3.0,Secondaire,Semi-urbaine,Commerce,10.0,102800.0,35900.0,0,0.0,32000.0,24,22.76,Fonds de roulement,Aucune,1,2,0,63.7,4,10.0,AG-003,0,Solde,0
CLI-002262,2022-12-09,39,F,Marie,2.0,Secondaire,Urbaine,Agriculture,26.0,78700.0,43700.0,0,0.0,301000.0,3,18.9,Equipement,Aucune,0,2,1,43.0,22,8.1,AG-024,7,Recouvrement,1
CLI-001135,2024-07-31,45,F,Marie,3.0,Primaire,Rurale,Services,35.0,85000.0,30700.0,0,0.0,94000.0,3,18.13,Fonds de roulement,Materiel,0,0,0,65.2,10,6.5,AG-011,0,Solde,0
CLI-006878,2023-10-22,49,F,Marie,5.0,Aucun,Rurale,Artisanat,41.0,51700.0,13900.0,0,0.0,168000.0,24,14.02,Fonds de roulement,Caution solidaire,1,2,1,41.4,4,27.0,AG-023,0,Solde,0
CLI-001410,2023-04-29,27,F,Celibataire,2.0,Primaire,Semi-urbaine,Transport,42.0,87800.0,40700.0,0,,400000.0,6,21.27,Equipement,Caution solidaire,0,1,0,45.0,3,2.2,AG-019,0,Solde,0
CLI-001826,2021-08-13,34,M,Marie,6.0,Primaire,Rurale,Commerce,87.0,48100.0,21800.0,0,0.0,168000.0,12,17.81,Intrants agricoles,Caution solidaire,1,1,0,55.6,7,16.2,AG-011,0,Solde,0
